File,Accent,VoiceNum,Stim,Text
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_08_s8.wav,KO,08,8,WE READ ABOUT THE FAMILY
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_08_s9.wav,KO,08,9,SHE POINTED AT HER HEAD
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s1.wav,KO,09,1,HE POINTED AT THE CENTS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s11.wav,KO,09,11,DAD READ ABOUT THE SKY
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s14.wav,KO,09,14,WE TALKED ABOUT THE WATER
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s15.wav,KO,09,15,SHE LOOKED AT THE CLOCK
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s16.wav,KO,09,16,HE POINTED AT THE ANIMALS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s18.wav,KO,09,18,DAD POINTED AT THE GRASS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s2.wav,KO,09,2,DAD TALKED ABOUT THE BOMB
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s21.wav,KO,09,21,DAD TALKED ABOUT THE SHEETS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s22.wav,KO,09,22,MOM THINKS THAT IT IS YELLOW
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s27.wav,KO,09,27,HE LOOKED AT HER WRIST
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s28.wav,KO,09,28,WE READ ABOUT THE COACH
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s3.wav,KO,09,3,MOM POINTED AT HIS FATHER
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s31.wav,KO,09,31,THIS IS HER FAVORITE WEEK
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s35.wav,KO,09,35,MOM LOOKED AT THE JUICE
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s37.wav,KO,09,37,SHE TALKED ABOUT THEIR NECKS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s39.wav,KO,09,39,SHE TALKED ABOUT THE LEAVES
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s40.wav,KO,09,40,WE LOOKED AT THE STORY
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s41.wav,KO,09,41,THIS IS HER FAVORITE SPORT
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s44.wav,KO,09,44,MOM LOOKED AT HER FEET
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s46.wav,KO,09,46,HE READ ABOUT THE TREES
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s48.wav,KO,09,48,MOM TALKED ABOUT THE PIE
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s5.wav,KO,09,5,WE POINTED AT THE BIRD
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s50.wav,KO,09,50,HE LOOKED AT THE SLEEVES
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s51.wav,KO,09,51,THIS IS HER FAVORITE TIME
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s52.wav,KO,09,52,THERE ARE MANY DAYS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s55.wav,KO,09,55,HE TALKED ABOUT THE DINNER
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s56.wav,KO,09,56,MOM POINTED AT THE COFFEE
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s58.wav,KO,09,58,SHE THINKS THAT IT IS FAST
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s8.wav,KO,09,8,WE READ ABOUT THE FAMILY
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_09_s9.wav,KO,09,9,SHE POINTED AT HER HEAD
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s1.wav,KO,13,1,HE POINTED AT THE CENTS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s11.wav,KO,13,11,DAD READ ABOUT THE SKY
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s14.wav,KO,13,14,WE TALKED ABOUT THE WATER
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s15.wav,KO,13,15,SHE LOOKED AT THE CLOCK
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s16.wav,KO,13,16,HE POINTED AT THE ANIMALS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s18.wav,KO,13,18,DAD POINTED AT THE GRASS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s2.wav,KO,13,2,DAD TALKED ABOUT THE BOMB
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s21.wav,KO,13,21,DAD TALKED ABOUT THE SHEETS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s22.wav,KO,13,22,MOM THINKS THAT IT IS YELLOW
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s27.wav,KO,13,27,HE LOOKED AT HER WRIST
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s28.wav,KO,13,28,WE READ ABOUT THE COACH
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s3.wav,KO,13,3,MOM POINTED AT HIS FATHER
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s31.wav,KO,13,31,THIS IS HER FAVORITE WEEK
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s35.wav,KO,13,35,MOM LOOKED AT THE JUICE
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s37.wav,KO,13,37,SHE TALKED ABOUT THEIR NECKS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s39.wav,KO,13,39,SHE TALKED ABOUT THE LEAVES
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s40.wav,KO,13,40,WE LOOKED AT THE STORY
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s41.wav,KO,13,41,THIS IS HER FAVORITE SPORT
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s44.wav,KO,13,44,MOM LOOKED AT HER FEET
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s46.wav,KO,13,46,HE READ ABOUT THE TREES
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s48.wav,KO,13,48,MOM TALKED ABOUT THE PIE
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s5.wav,KO,13,5,WE POINTED AT THE BIRD
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s50.wav,KO,13,50,HE LOOKED AT THE SLEEVES
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s51.wav,KO,13,51,THIS IS HER FAVORITE TIME
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s52.wav,KO,13,52,THERE ARE MANY DAYS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s55.wav,KO,13,55,HE TALKED ABOUT THE DINNER
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s56.wav,KO,13,56,MOM POINTED AT THE COFFEE
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s58.wav,KO,13,58,SHE THINKS THAT IT IS FAST
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s8.wav,KO,13,8,WE READ ABOUT THE FAMILY
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_13_s9.wav,KO,13,9,SHE POINTED AT HER HEAD
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s1.wav,KO,16,1,HE POINTED AT THE CENTS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s11.wav,KO,16,11,DAD READ ABOUT THE SKY
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s14.wav,KO,16,14,WE TALKED ABOUT THE WATER
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s15.wav,KO,16,15,SHE LOOKED AT THE CLOCK
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s16.wav,KO,16,16,HE POINTED AT THE ANIMALS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s18.wav,KO,16,18,DAD POINTED AT THE GRASS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s2.wav,KO,16,2,DAD TALKED ABOUT THE BOMB
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s21.wav,KO,16,21,DAD TALKED ABOUT THE SHEETS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s22.wav,KO,16,22,MOM THINKS THAT IT IS YELLOW
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s27.wav,KO,16,27,HE LOOKED AT HER WRIST
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s28.wav,KO,16,28,WE READ ABOUT THE COACH
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s3.wav,KO,16,3,MOM POINTED AT HIS FATHER
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s31.wav,KO,16,31,THIS IS HER FAVORITE WEEK
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s35.wav,KO,16,35,MOM LOOKED AT THE JUICE
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s37.wav,KO,16,37,SHE TALKED ABOUT THEIR NECKS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s39.wav,KO,16,39,SHE TALKED ABOUT THE LEAVES
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s40.wav,KO,16,40,WE LOOKED AT THE STORY
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s41.wav,KO,16,41,THIS IS HER FAVORITE SPORT
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s44.wav,KO,16,44,MOM LOOKED AT HER FEET
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s46.wav,KO,16,46,HE READ ABOUT THE TREES
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s48.wav,KO,16,48,MOM TALKED ABOUT THE PIE
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s5.wav,KO,16,5,WE POINTED AT THE BIRD
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s50.wav,KO,16,50,HE LOOKED AT THE SLEEVES
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s51.wav,KO,16,51,THIS IS HER FAVORITE TIME
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s52.wav,KO,16,52,THERE ARE MANY DAYS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s55.wav,KO,16,55,HE TALKED ABOUT THE DINNER
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s56.wav,KO,16,56,MOM POINTED AT THE COFFEE
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s58.wav,KO,16,58,SHE THINKS THAT IT IS FAST
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s8.wav,KO,16,8,WE READ ABOUT THE FAMILY
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\KO_M_16_s9.wav,KO,16,9,SHE POINTED AT HER HEAD
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\RU_M_01_s1.wav,RU,01,1,HE POINTED AT THE CENTS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\RU_M_01_s11.wav,RU,01,11,DAD READ ABOUT THE SKY
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\RU_M_01_s14.wav,RU,01,14,WE TALKED ABOUT THE WATER
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\RU_M_01_s15.wav,RU,01,15,SHE LOOKED AT THE CLOCK
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\RU_M_01_s16.wav,RU,01,16,HE POINTED AT THE ANIMALS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\RU_M_01_s18.wav,RU,01,18,DAD POINTED AT THE GRASS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\RU_M_01_s2.wav,RU,01,2,DAD TALKED ABOUT THE BOMB
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\RU_M_01_s21.wav,RU,01,21,DAD TALKED ABOUT THE SHEETS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\RU_M_01_s22.wav,RU,01,22,MOM THINKS THAT IT IS YELLOW
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\RU_M_01_s27.wav,RU,01,27,HE LOOKED AT HER WRIST
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\RU_M_01_s28.wav,RU,01,28,WE READ ABOUT THE COACH
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\RU_M_01_s3.wav,RU,01,3,MOM POINTED AT HIS FATHER
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\RU_M_01_s31.wav,RU,01,31,THIS IS HER FAVORITE WEEK
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\RU_M_01_s35.wav,RU,01,35,MOM LOOKED AT THE JUICE
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\RU_M_01_s37.wav,RU,01,37,SHE TALKED ABOUT THEIR NECKS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\RU_M_01_s39.wav,RU,01,39,SHE TALKED ABOUT THE LEAVES
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\RU_M_01_s40.wav,RU,01,40,WE LOOKED AT THE STORY
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\RU_M_01_s41.wav,RU,01,41,THIS IS HER FAVORITE SPORT
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\RU_M_01_s44.wav,RU,01,44,MOM LOOKED AT HER FEET
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\RU_M_01_s46.wav,RU,01,46,HE READ ABOUT THE TREES
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\RU_M_01_s48.wav,RU,01,48,MOM TALKED ABOUT THE PIE
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\RU_M_01_s5.wav,RU,01,5,WE POINTED AT THE BIRD
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\RU_M_01_s50.wav,RU,01,50,HE LOOKED AT THE SLEEVES
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\RU_M_01_s51.wav,RU,01,51,THIS IS HER FAVORITE TIME
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\RU_M_01_s52.wav,RU,01,52,THERE ARE MANY DAYS
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\RU_M_01_s55.wav,RU,01,55,HE TALKED ABOUT THE DINNER
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\RU_M_01_s56.wav,RU,01,56,MOM POINTED AT THE COFFEE
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\RU_M_01_s58.wav,RU,01,58,SHE THINKS THAT IT IS FAST
\\iowa.uiowa.edu\shared\ResearchData\rdss_ekutlu\VOICELab\Stimuli\accentedstim\stim (from WildCat SPEECHBOX)\6 - ampnormed\RU_M_01_s8.wav,RU,01,8,WE READ ABOUT THE FAMILY
